,Sentiment,TwitterID,Date,QueryType,UserID,Tweet
2412,4,2070405375,Sun Jun 07 17:38:11 PDT 2009,NO_QUERY,secularstupid,Wlcm/Tks!!!  @cynthia92054 @johnolaf @shawnrainey @FriesenMike @BrianINC @the_OT @NMJune @Doris22 @ConservaTeacher @SWDefense
2302,0,1992469152,Mon Jun 01 08:48:16 PDT 2009,NO_QUERY,conorjryan,I have to tidy my room now.  This is going to be long ... 
5709,0,2175490828,Mon Jun 15 01:08:06 PDT 2009,NO_QUERY,Vivicam,"Emma you tool! And to think i had to walk home in the dark, only to find you'd abused my account again! "
2579,4,1691051747,Sun May 03 16:59:07 PDT 2009,NO_QUERY,Rebduck,went to the grocery! My pit is making dinner 
4504,4,1565101773,Mon Apr 20 05:54:11 PDT 2009,NO_QUERY,Yuricon,#NAME?
7386,4,1970755228,Sat May 30 05:05:44 PDT 2009,NO_QUERY,cgiridhar,@rmilana my vote is coming in coz #youdabest 
7164,4,2048071157,Fri Jun 05 14:37:05 PDT 2009,NO_QUERY,Anjeebaby,#NAME?
2462,0,1793086697,Thu May 14 01:19:22 PDT 2009,NO_QUERY,Sarah_HannahOx,has just woken up :\ and is not very well 
5819,4,1881396329,Fri May 22 04:32:27 PDT 2009,NO_QUERY,azita99,"&quot;You just good, that's all!&quot;.  Burn, K-Doe, Burn (addressed to himself)   "
3424,4,2013681488,Tue Jun 02 23:17:27 PDT 2009,NO_QUERY,fad32gr3y,i love ebay!!! Hoping to win that guitar 
1009,0,1973006332,Sat May 30 10:17:52 PDT 2009,NO_QUERY,askheyshiv,"i need a personal assistant. well i don't really, i just want someone to go to nandos for me "
1252,4,1557841074,Sun Apr 19 06:14:29 PDT 2009,NO_QUERY,jdar,#NAME?
2012,0,2249019408,Fri Jun 19 21:34:47 PDT 2009,NO_QUERY,kalieslate,"My boyfriend (@Ldog22) is like a million miles away, in Tennessee! "
7018,0,1982014720,Sun May 31 10:21:13 PDT 2009,NO_QUERY,OrganizedFellow,#NAME?
8977,4,2057548912,Sat Jun 06 13:12:36 PDT 2009,NO_QUERY,ohhstephy,#NAME?
8176,4,1563812092,Mon Apr 20 00:22:44 PDT 2009,NO_QUERY,slavaperunov,New post on my blog - good start 
729,4,2056244593,Sat Jun 06 10:47:27 PDT 2009,NO_QUERY,ShiningShay,at The Watershed gettin somethin to eat 
6971,4,2174721477,Sun Jun 14 23:09:55 PDT 2009,NO_QUERY,jeffschoonover,"@BobaTheFett fortunately, i think it only makes fat people look fat, you're safe "
3935,0,2246385104,Fri Jun 19 17:31:01 PDT 2009,NO_QUERY,nicnicd,"@Monica0817 awww, bb.    Well, at least you have something to look forwad to later. It's super loverly ;)"
5428,0,2204740130,Wed Jun 17 03:00:34 PDT 2009,NO_QUERY,RealDownToMars,"@evierobbie Is it real strawberry ice cream, or pink ice cream? I jogged last night and sounded like an obscene phone caller after 4 laps "
5087,0,2262841523,Sat Jun 20 23:21:08 PDT 2009,NO_QUERY,Mattymoopoo,Missing my girl 
5597,4,1678575605,Sat May 02 07:07:54 PDT 2009,NO_QUERY,melinda6690,Waiting for jordan to wake up so our day can start 
630,0,2326049145,Thu Jun 25 06:28:36 PDT 2009,NO_QUERY,emmanuellaiero,I dont know what i've to do. I miss Sam 
4572,4,1693675189,Sun May 03 23:21:44 PDT 2009,NO_QUERY,DiVaDeONNA,okay God just helped me figure it out  english final done ...engineering final in the a.m. LET'S GO
7533,4,1573170598,Tue Apr 21 00:00:24 PDT 2009,NO_QUERY,charlotterose,sunny day? 
9014,0,2072002708,Sun Jun 07 20:14:05 PDT 2009,NO_QUERY,tifftang18,"Just got done watching Army Wives,it was a great Season Premier. Wanting Sean to come home more than ever now. TEARS   Good Night."
6110,0,2251178570,Sat Jun 20 02:40:54 PDT 2009,NO_QUERY,xxkhaixx,super humid! hate it 
7233,4,1970637902,Sat May 30 04:39:43 PDT 2009,NO_QUERY,TraceyHewins,@susanhutchinson didn't think so thank you 
9009,0,2069744033,Sun Jun 07 16:26:49 PDT 2009,NO_QUERY,krdetloff,so i'm sort of fighting with my sort of used to be best friend over facebook...this sucks 
7207,0,1794543150,Thu May 14 06:02:53 PDT 2009,NO_QUERY,pabs3rd,I'm on the road and i forgot my vitamins  i'll figure it out
9799,4,2006369464,Tue Jun 02 11:04:02 PDT 2009,NO_QUERY,nuyorican718,#brifacts this the last 1 i love apples and bananas...especially in milkshake form 
5117,0,2254780027,Sat Jun 20 10:16:20 PDT 2009,NO_QUERY,millex4,wedding going ok... this &quot;millie&quot; chick is hot.... but 14 
1085,0,2199921357,Tue Jun 16 18:11:24 PDT 2009,NO_QUERY,eboneesta22,Just got off work....couple of errands to run and then I'm gonna go lay down...I'm really sick...I wish someone would take care of me 
7319,0,2207493636,Wed Jun 17 08:00:36 PDT 2009,NO_QUERY,Seedy87,Loves the new look Xbox.com  Will Sony ever do something similar? 
7906,0,1548728547,Fri Apr 17 21:47:33 PDT 2009,NO_QUERY,intermezz0,Finally reached ann's school. Crazy. Photoshoot got canceled. How to shoot when only 2 host are present? 
815,4,2055351785,Sat Jun 06 09:09:33 PDT 2009,NO_QUERY,Spanishfli9,On my way to the city to meet my boo 
1065,0,2229374316,Thu Jun 18 15:38:39 PDT 2009,NO_QUERY,n_aizaz,I think I caught a bug from the hospital 
2517,4,2064468501,Sun Jun 07 06:20:59 PDT 2009,NO_QUERY,BritBrat78,@joeymcintyre Too funny...I love it! Let's Read This! 
9636,4,1989398536,Mon Jun 01 01:23:39 PDT 2009,NO_QUERY,jaycool2k,"Hey @krumbine, i like free stuff! Gimme gimme gimme! Please? Come on... You want to send something to the UK... i will rate you 5 stars? "
4113,0,1835923005,Mon May 18 07:01:28 PDT 2009,NO_QUERY,thepoetsfire,@robinson1970 poor Grant is delayed as usual at the airport and NO JAY!!! 
7179,0,2067814850,Sun Jun 07 13:00:27 PDT 2009,NO_QUERY,randomhypergurl,#NAME?
82,0,1977417027,Sat May 30 20:56:20 PDT 2009,NO_QUERY,ANYEJB,lule is tokita  I am disappointed!
4735,0,2298049745,Tue Jun 23 11:11:38 PDT 2009,NO_QUERY,BabyStrizzy,#NAME?
4478,0,1468371683,Tue Apr 07 01:15:48 PDT 2009,NO_QUERY,iisme12345,i'm gonna lay down and count my breaths until i fall asleep....WOOO lol....it's cuddle day today...I NEED SOMEONE TO CUDDLE WITH 
2277,0,1551995533,Sat Apr 18 10:30:48 PDT 2009,NO_QUERY,recullen,I don't wanna work for 13 hours tonight 
2493,4,1834642595,Mon May 18 03:42:18 PDT 2009,NO_QUERY,C147,@keeranj could u imagine if he was on twitter? Do u think he can say everything in 160 character or less...........NOT 
7288,4,1794266661,Thu May 14 05:23:59 PDT 2009,NO_QUERY,glittery_ghost,has just bought loads of new clothes! 
8161,0,1957245122,Thu May 28 23:56:10 PDT 2009,NO_QUERY,rubyberrry,#NAME?
4536,0,2218329791,Wed Jun 17 22:17:05 PDT 2009,NO_QUERY,shoe_addict17,There is literally nothing on tv  how sad
6577,0,2246328880,Fri Jun 19 17:26:00 PDT 2009,NO_QUERY,eatthedocument,#NAME?
7910,0,2060711256,Sat Jun 06 19:25:49 PDT 2009,NO_QUERY,rarerok,#NAME?
3539,4,1970952466,Sat May 30 05:46:07 PDT 2009,NO_QUERY,One_StepCloser,"I Have a Confession. - Jimmy Eat World are Amazing  yes i bet you already knew that, didn???t you. yeah well... http://tumblr.com/xke1wn26j"
7306,4,1794741058,Thu May 14 06:28:01 PDT 2009,NO_QUERY,Mandeeness,@carlamedina Hi Carla. I'm learning Spanish so I can understand you more. Hehe. Get well some more. 
6807,0,1981294674,Sun May 31 08:51:09 PDT 2009,NO_QUERY,Merrygoldalways,#NAME?
6345,4,2061458138,Sat Jun 06 20:54:48 PDT 2009,NO_QUERY,RiaConFette,#NAME?
819,4,1685608795,Sun May 03 01:10:48 PDT 2009,NO_QUERY,kalgrl,spent my stimulation package the next day...poor again but happy I kept the economy going 
1801,0,2235951151,Fri Jun 19 02:29:10 PDT 2009,NO_QUERY,Ultimation,#NAME?
2062,4,1957003025,Thu May 28 23:15:02 PDT 2009,NO_QUERY,jennjenn323,http://twitpic.com/6639u - My doggy 
4943,0,2325283771,Thu Jun 25 05:08:55 PDT 2009,NO_QUERY,TSFMarketingPR,ok so I've heard that @showtime757 clowns his guest after they leave  hope I don't become his next victim - smh
7587,4,2174504203,Sun Jun 14 22:41:33 PDT 2009,NO_QUERY,saraswathi,#NAME?
2250,4,2002719569,Tue Jun 02 04:59:27 PDT 2009,NO_QUERY,alexiskwerk,"Doctor's appointment, then going to try and buy a bike (hope it's still there)...then...we'll see. "
165,0,1833622280,Sun May 17 23:53:37 PDT 2009,NO_QUERY,SakuraKasugano,The earthquake scared me cuz u never kno when if it's gonna b huge. Was @ Dru's on the second floor. Earthquakes + multistory buildings = 
6928,4,1752191177,Sat May 09 21:16:11 PDT 2009,NO_QUERY,CFMikeMiranda,#NAME?
6950,4,2176257166,Mon Jun 15 03:21:57 PDT 2009,NO_QUERY,littlejohanna,@catharinamcfly it really does! You get it yet?  I manage to send it last night!  It's a HUGE message ;)
1131,0,2015738206,Wed Jun 03 05:24:20 PDT 2009,NO_QUERY,maeganhaha,dying to get the sims 3 
3612,0,2229377639,Thu Jun 18 15:38:55 PDT 2009,NO_QUERY,Has_Bookpushers,#NAME?
998,4,1995615464,Mon Jun 01 13:46:28 PDT 2009,NO_QUERY,LittleMissBizE,and I'm sure @HelenaJae will also defend him when she logs on later today... 
6803,4,1881430542,Fri May 22 04:38:32 PDT 2009,NO_QUERY,zodttd,"@Dr_Touch I must change hashes to &quot;Because I code good enough, cleanly enough, and gosh darnit people follow me&quot; now! Thanks. "
4096,4,2001112664,Mon Jun 01 23:52:46 PDT 2009,NO_QUERY,maynaseric,#NAME?
3304,0,2049369424,Fri Jun 05 16:45:39 PDT 2009,NO_QUERY,allisonbullins,"is mentally exhausted, tired of crying, and just wants to love her job again. "
4395,0,1685473863,Sun May 03 00:32:54 PDT 2009,NO_QUERY,go_bananaas,02:30 am...ana can't sleep...afraid of having nightmares with those horrible sounds from inside the CAT scanner...AAGH! 
9894,0,1677954463,Sat May 02 04:50:52 PDT 2009,NO_QUERY,muhreenuh69,I wish i could go to warped and bamboozle tour. 
1022,4,1973418777,Sat May 30 11:06:36 PDT 2009,NO_QUERY,AnnaMVos,#NAME?
2135,0,1880125623,Fri May 22 00:10:44 PDT 2009,NO_QUERY,lblueastars,I just woke up cuz i was dreaming of sharks! I got scared! 
658,0,2047314178,Fri Jun 05 13:28:07 PDT 2009,NO_QUERY,hatethesin,I just almost got my face pecked off by a bird. 
2046,0,2013884035,Tue Jun 02 23:50:43 PDT 2009,NO_QUERY,littlewindmill,Listening to Razia's. Don't laugh. 
7978,4,1685728548,Sun May 03 01:46:38 PDT 2009,NO_QUERY,BwaySaint,#NAME?
6421,0,1968966661,Fri May 29 22:40:13 PDT 2009,NO_QUERY,kelliliddicoat,http://twitpic.com/68o1w - spf 85 and one hour in the sun. 
8665,0,2326029851,Thu Jun 25 06:26:46 PDT 2009,NO_QUERY,miz_ling,awesome guy.. i couldn't give up the luxuries of my life. I love handbags  http://www.nytimes.com/2009/06/25/world/asia/25kashmir.html
9015,0,1975492877,Sat May 30 15:16:25 PDT 2009,NO_QUERY,babygirl1986,#NAME?
9587,4,2071406990,Sun Jun 07 19:20:49 PDT 2009,NO_QUERY,paula_rosa,"ok, only 5 days and Victor will be back from Cingapura, yuhuuul "
9844,0,1962870375,Fri May 29 11:49:54 PDT 2009,NO_QUERY,MissDavidHenrie,I cant get all my rwitters on my phone this phone sucks 
3606,4,2068393398,Sun Jun 07 14:00:23 PDT 2009,NO_QUERY,anya5584,so happy that yasmina won........yay  ........i guess am in the minority here....lol
3902,4,1961441657,Fri May 29 09:30:30 PDT 2009,NO_QUERY,huma_rashid,"First word to the wise up; they will be up every Friday and no worries, I won't link to every one.  Just the first. http://bit.ly/fWcLT"
5378,0,1827445973,Sun May 17 10:43:38 PDT 2009,NO_QUERY,KathrynSpeyer,realized last night that the Seattle to Portland ride is the same weekend as the ALA annual conference in Chicago. What'll I do??! 
6693,4,1753399104,Sun May 10 01:26:51 PDT 2009,NO_QUERY,epicsoul,#NAME?
4533,4,1975296731,Sat May 30 14:51:43 PDT 2009,NO_QUERY,artficlinanity,Long but good class today. Goin' to a social function tonight. 
6398,4,2001233001,Tue Jun 02 00:14:08 PDT 2009,NO_QUERY,Gyaanandini,can't wait to pussycatdolls 
8639,4,1573564690,Tue Apr 21 01:46:31 PDT 2009,NO_QUERY,pedromunoz,today was fun. 
7367,4,1469729377,Tue Apr 07 07:14:51 PDT 2009,NO_QUERY,unmarketing,#NAME?
2767,0,2205780369,Wed Jun 17 05:25:45 PDT 2009,NO_QUERY,chittypulga,"@momadvice Agreed!! Productivity in the summer is tough with little ones around. My nightmare will start next week, school will be over "
6177,0,2189113273,Mon Jun 15 23:16:16 PDT 2009,NO_QUERY,seattlearchie,"@realbrookewhite Random question:  Do you like In 'N Out burgers?  I'm totally craving one, LOL.  If only we had them here in Seattle! "
6098,4,2189382313,Mon Jun 15 23:54:05 PDT 2009,NO_QUERY,itsJohno,awake and getting ready for school  oh what a long day it will be... #squarespace
8664,0,1835305258,Mon May 18 05:40:35 PDT 2009,NO_QUERY,thegedye,Still waiting for my new pc to arrive   2fps in Dalaran is giving my headaches. Must get Netherwing rep... extreme yawn!
5963,0,2326531889,Thu Jun 25 07:10:05 PDT 2009,NO_QUERY,INGRATO69,getting ready to go to work its sucks 
4512,0,2000353353,Mon Jun 01 21:56:07 PDT 2009,NO_QUERY,dbing3,@cyril_y  no plans yet. I'll have a busy summer putting up a proper snake cable in the theater.  i'd love to play at deep fried
3579,4,1770867385,Mon May 11 22:28:33 PDT 2009,NO_QUERY,PURBLISS,@JewelryChick I'm looking into mineral makeup brands...which do you recommend?  I've been eying a few on etsy 
1063,4,1962820300,Fri May 29 11:43:51 PDT 2009,NO_QUERY,ksutt11,@katiegeo yesss they do  best boys on the planet!
1663,4,2001647454,Tue Jun 02 01:35:15 PDT 2009,NO_QUERY,shesvexed,"www.shesvexedboutique.com.......shipping items out to a candidate of the Mrs. America pageant, Stephanie......have a great day Tweets!!! "
9921,4,2184184435,Mon Jun 15 15:32:30 PDT 2009,NO_QUERY,tweeteradder10,@intuitsoulradio Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
160,4,2177948301,Mon Jun 15 06:57:48 PDT 2009,NO_QUERY,jackieatDELL,It's a busy day already! www.ideastorm.com and I am taxi for the kids....took my boys and one of their friends to basketball camp 
1400,0,2066914965,Sun Jun 07 11:24:28 PDT 2009,NO_QUERY,ericmischel,nobody i know in USA using Latitude 
258,0,2247831474,Fri Jun 19 19:41:30 PDT 2009,NO_QUERY,hrainbowmathias,#NAME?
78,0,1976687889,Sat May 30 18:46:34 PDT 2009,NO_QUERY,Wildboutbirds,@rumblepurr RUMBLES!!!THOUGHT I heard your rumblessss; cannot be of any help cause my heart feels like its broken~ 
6269,0,2328961928,Thu Jun 25 10:11:20 PDT 2009,NO_QUERY,shellieschmals,@CorinaConstance ... Oh yeah!  I guess the trinity of 3 theory is complete 
1169,0,1680014135,Sat May 02 10:42:13 PDT 2009,NO_QUERY,jakkobean,found out the people that were basically my second set of parents growing up aren't together anymore 
7723,4,1962117815,Fri May 29 10:33:02 PDT 2009,NO_QUERY,iFroggy,@SusanZelinski @nullsession Thanks for mentioning my Steve Jobs article @managecommunity! 
5682,4,2176409153,Mon Jun 15 03:47:47 PDT 2009,NO_QUERY,maxcamsnet,#NAME?
1790,4,1961486730,Fri May 29 09:34:40 PDT 2009,NO_QUERY,dlsale,#NAME?
854,4,1963463534,Fri May 29 12:45:41 PDT 2009,NO_QUERY,sarahallee,"@abwolfy13 yay  oh, and don't hate on gingers."
415,0,1560001370,Sun Apr 19 12:35:38 PDT 2009,NO_QUERY,MissMaddie1,@aplusk that's really scary.... im kind of freaked out now thinking about those clowns. put a warning on that stuff!! ahh 
8681,0,1974983138,Sat May 30 14:12:12 PDT 2009,NO_QUERY,hollyanneross,The rain came back  what am I supposed to do TODAY?... MUST put off Hamlet essay to the last minute.
2699,0,2220893099,Thu Jun 18 04:13:42 PDT 2009,NO_QUERY,5987,#NAME?
3999,0,2263673181,Sun Jun 21 01:28:41 PDT 2009,NO_QUERY,tracywubsyou,Ugh. This stomach ache is keeping me awake. 
9738,0,1972410851,Sat May 30 09:10:24 PDT 2009,NO_QUERY,jfenney,so when did renewing your vehicle reg go up to $40??? Not what's up 
2880,0,1981858507,Sun May 31 10:02:09 PDT 2009,NO_QUERY,hotteayummy,I want salameats! 
8407,0,2266846100,Sun Jun 21 09:11:48 PDT 2009,NO_QUERY,arron_shutt,"Damn, didn't manage to get all the counting finished off. I'll have to come in at 7am tomorrow and do it then.. "
8002,4,2014518478,Wed Jun 03 01:48:09 PDT 2009,NO_QUERY,princesstimetoy,@dirkjohnson I fly for free - I can be there in a few hours - move over! 
8234,4,2006368552,Tue Jun 02 11:03:57 PDT 2009,NO_QUERY,ktdv1,"I hope you're aware this ups my stalkability,@lyssaw &amp; @ccjensen. Look quick! It's coming down   http://twitpic.com/6h62c"
8678,0,1469641005,Tue Apr 07 06:59:19 PDT 2009,NO_QUERY,dbonner,"Lost a follower, thats just upsetting  ha"
2974,4,1990602186,Mon Jun 01 05:17:45 PDT 2009,NO_QUERY,ynaaa,Fashion show was fun!  http://tinypic.com/r/13ymrgy/5
9082,4,1982116060,Sun May 31 10:33:34 PDT 2009,NO_QUERY,R0M4NC3,just woke up... which means i actually fell asleep  lol
8403,4,1972986250,Sat May 30 10:15:35 PDT 2009,NO_QUERY,VichusSmith,#NAME?
2674,4,1965466186,Fri May 29 15:58:20 PDT 2009,NO_QUERY,realrenaissance,@Logic187 sounds like my life! 
4960,0,2322038098,Wed Jun 24 21:57:11 PDT 2009,NO_QUERY,mmaddiisonn,So ive come to the conclusion that i clench my jaw when i pitch and thats why it hurts so effin bad. 
9886,4,1979468148,Sun May 31 03:10:34 PDT 2009,NO_QUERY,Joshkap12,summers is going to be pretty damn fine this year owing to the abundance of photons 
8731,0,2236006560,Fri Jun 19 02:37:17 PDT 2009,NO_QUERY,dorothy1985,"Greenifyer didn't work for me, made me all black  so here's my new avatar, greenified the (very) oldfashioned way :p"
465,4,2061982733,Sat Jun 06 22:03:23 PDT 2009,NO_QUERY,melaniestarship,i think i figured out what i'm going to do for my photography assignment 
1019,4,1684927961,Sat May 02 22:29:09 PDT 2009,NO_QUERY,Tutsays,Sleepy sleepy after a long but super fun day 
9683,4,2002041845,Tue Jun 02 02:57:01 PDT 2009,NO_QUERY,CameronRawson,@fakejowhiley Is this a real account? Fake I'm confused 
9414,0,2266236298,Sun Jun 21 08:09:00 PDT 2009,NO_QUERY,paperxstars,"Ugh, how very dismayed I am with all sorts of people today "
3618,0,1552065853,Sat Apr 18 10:41:51 PDT 2009,NO_QUERY,lifeiswine,i wanna see fleet foxes at coachella today 
733,4,1969299029,Fri May 29 23:36:13 PDT 2009,NO_QUERY,bushido02,@Spinelli666 Now Now...play nice....  #p2 #tcot #loons #asshat
8758,4,1977611102,Sat May 30 21:19:26 PDT 2009,NO_QUERY,chakreshm,"@MeghnaK 'Q and A' just hyped due to slumdog, 'the white tiger' is insanely gud, as booker ppl said ... it knocks ur pants off "
3629,4,2052216122,Sat Jun 06 00:00:55 PDT 2009,NO_QUERY,breeziibabyax3,"@teemwilliams yes she does &amp;listenin to it makes me feel alootttt better men can be dogs ita hard to find a good one , love ya goodnighf "
4466,4,1972739875,Sat May 30 09:47:48 PDT 2009,NO_QUERY,neuroticnicole,im getting my hair doneeee. 
3707,0,2241698717,Fri Jun 19 11:16:09 PDT 2009,NO_QUERY,gucci_lova,is eating chocolate buhhhh 
3462,4,1695730921,Mon May 04 06:49:18 PDT 2009,NO_QUERY,frickxx,"yay, Me and Linn and the Globe and Green Day and just... "
8200,4,2180376820,Mon Jun 15 10:23:15 PDT 2009,NO_QUERY,Ashtontaylorr,Ahhh. Beautiful day.  perfect for tanning again. I'm just gonna put on my #bananashoes bathing suit and lay outside. 
7754,0,2266592402,Sun Jun 21 08:46:19 PDT 2009,NO_QUERY,cristina_16,i hate this freakin P.E independent study thing 
10,4,1688044012,Sun May 03 10:12:25 PDT 2009,NO_QUERY,jennyddxo,None of my friends have twitter? They should get one 
1870,0,1971406931,Sat May 30 07:02:14 PDT 2009,NO_QUERY,ILOVEMIGIRLS,talkin to peeps but dont wanna got to bed cos im not tired but i have to work tomorrow   
5190,4,2177034371,Mon Jun 15 05:18:35 PDT 2009,NO_QUERY,jackmcintyre,"Bottled Extra Strong Bitter mkII. Should be a cracker. 41IBUs, FG of 1.008, 7.7 SRM, and 6% ABV. I now have ~85L of #homebrew stockpiled "
59,0,1988681752,Sun May 31 23:04:18 PDT 2009,NO_QUERY,JackAttack2501,Trying to find a way to justify a US$2000 #timhamilton jacket. Not having much luck 
7779,0,2202109892,Tue Jun 16 21:15:23 PDT 2009,NO_QUERY,GossHIP,@lovebscott doesn't love me back. 
3547,0,2197056045,Tue Jun 16 13:16:58 PDT 2009,NO_QUERY,lushiiex,"kimberley eating chocolate yoghurt.smells nice.nicenicenicenicenice.im hungry,no breakkie "
7923,0,2209428520,Wed Jun 17 10:22:42 PDT 2009,NO_QUERY,Kim331976,@DonnieWahlberg 19 concerts &amp; a cruise NO FACE TIME  but I'll TWUG u anyways c u one last time sun in Toronto! 
8771,0,2205117294,Wed Jun 17 04:00:10 PDT 2009,NO_QUERY,emmacoakley,my fake tan is so disasterous i dont tink i can go out tonight jus because of it 
4941,4,2175517310,Mon Jun 15 01:12:37 PDT 2009,NO_QUERY,amypalko,Good Morning everyone  What plans have you got for the day ahead?
7226,4,1825485604,Sun May 17 05:52:11 PDT 2009,NO_QUERY,OnlineEarner,#NAME?
9445,4,2175492049,Mon Jun 15 01:08:18 PDT 2009,NO_QUERY,marjoow,@work. Someone's gotta do the job 
2641,4,2183847532,Mon Jun 15 15:04:01 PDT 2009,NO_QUERY,mizz_dgaf,"Transformers 2: Revenge of the fallen in 9 days, who else is going to see it first thing?  I know I will"
6201,4,1985165966,Sun May 31 16:33:53 PDT 2009,NO_QUERY,Chocobodaycare,#NAME?
7133,0,1984872400,Sun May 31 15:58:44 PDT 2009,NO_QUERY,Amber_Marie101,Tomorrows the last Monday of school       {not}
6031,0,2247135617,Fri Jun 19 18:38:33 PDT 2009,NO_QUERY,FeJudd,"i don't wanna fall asleep, cause I'd miss you baby, and I don't wanna miss a thing "
3524,4,1795752795,Thu May 14 08:18:39 PDT 2009,NO_QUERY,itsvilma,on my way to work.. find me a new job 
6726,0,1989998099,Mon Jun 01 03:32:11 PDT 2009,NO_QUERY,krizzla,Just been delivered the crippling news - Chicken Cottage  near Waterloo station has gone! In respect here's an unhappy emoticon  
9479,4,1986448783,Sun May 31 18:50:59 PDT 2009,NO_QUERY,susieQcolor,"is gearing up for another week of running....preschool summer camp, gymnastics, play dates, going to the gym and oh so much more "
8014,4,2067703005,Sun Jun 07 12:48:39 PDT 2009,NO_QUERY,matti_kolu,@salomaa Who does the pot smoker represent?  #eu09
4789,4,1882680318,Fri May 22 07:18:01 PDT 2009,NO_QUERY,DanieMysterie,Good Morning My Fabulous Twitters!!!  Ready 4 anotha crazy day!!!
7650,4,2015140062,Wed Jun 03 03:49:28 PDT 2009,NO_QUERY,eriinL,Theatre exam 
6588,0,2053512104,Sat Jun 06 04:49:07 PDT 2009,NO_QUERY,aishazam,monday is getting closer a lot faster than me to my text books 
1641,0,2053378891,Sat Jun 06 04:20:30 PDT 2009,NO_QUERY,HappyBoy11,Loved the party wishing I could have stayed longer 
141,0,1688848187,Sun May 03 12:03:28 PDT 2009,NO_QUERY,Beaniebella,#NAME?
6872,0,2188462840,Mon Jun 15 21:56:46 PDT 2009,NO_QUERY,icednyior,"@bryanlyt yes, only certain areas.  Not even 1utama to Kota Dsara "
6798,4,1751537735,Sat May 09 19:40:59 PDT 2009,NO_QUERY,janismanis,at BIF.... i love this buliding.... 
2443,4,2003914527,Tue Jun 02 07:21:44 PDT 2009,NO_QUERY,Lannaa,#NAME?
6834,0,2204206920,Wed Jun 17 01:36:13 PDT 2009,NO_QUERY,hkparmar,Lunch time! It's been very humid atmosphere today!!!  Exhausted abit 
229,4,1980910719,Sun May 31 07:58:46 PDT 2009,NO_QUERY,RichardJenkins,"Just helped my mum make homemade hamburgers! Icky to make, yummy to eat "
4076,4,1753175642,Sun May 10 00:26:32 PDT 2009,NO_QUERY,heyitskc,#NAME?
3292,4,1795505355,Thu May 14 07:53:25 PDT 2009,NO_QUERY,ejbn07,"@lhong25: i thought so, too. I guess I can't help but tweet. "
7091,0,2247568201,Fri Jun 19 19:17:31 PDT 2009,NO_QUERY,jojo3508,@teacherelen I can't get mine to work and I've done it twice 
7419,0,1825533106,Sun May 17 06:02:00 PDT 2009,NO_QUERY,austinrobert,With the brothers at church 
2262,0,1694663086,Mon May 04 03:37:17 PDT 2009,NO_QUERY,zampeachie,@Farscale obviously i couldn't say anything mean to you  *mutters* stupid fucking bitch
7717,0,2054244593,Sat Jun 06 06:55:01 PDT 2009,NO_QUERY,Lit_Twitt,Diggin'  this guy right now.  Was looking forward to seeing him at 9:30 club in DC but it was canceled     http://tiny.cc/73DcR
5672,4,1962461595,Fri May 29 11:04:58 PDT 2009,NO_QUERY,roadmapp,"#ff @LorenaHeletea good tweeps.  positive, inspirational. "
1196,4,1983741780,Sun May 31 13:44:46 PDT 2009,NO_QUERY,antiiiiiia,tomorrow; one year with the jonas brothers 
6525,4,2070563038,Sun Jun 07 17:55:07 PDT 2009,NO_QUERY,jerrizle,#NAME?
323,4,1551334269,Sat Apr 18 08:46:50 PDT 2009,NO_QUERY,Bianca_Bonnett,@TravDave whats wrong with you?! Do me Baby is that Ish!!! 
3603,4,1970813232,Sat May 30 05:18:04 PDT 2009,NO_QUERY,coachoncall,@ThatAngelGirl that's great!  coaches are good people 
8361,0,2231895824,Thu Jun 18 19:10:25 PDT 2009,NO_QUERY,moneezyo,This steak is not juicy; no A1 to make things better 
944,4,2183152080,Mon Jun 15 14:06:55 PDT 2009,NO_QUERY,vleita,you belong with me 
140,0,2014406595,Wed Jun 03 01:25:34 PDT 2009,NO_QUERY,Tohru_kyo,Eating maoam and wishing she could get the sims 3 sooner 
47,4,2189619685,Tue Jun 16 00:28:31 PDT 2009,NO_QUERY,edzayz,@TessaElle im rreplying  wow. i get it now. ;D
9892,4,1824768768,Sun May 17 02:50:56 PDT 2009,NO_QUERY,tsarnick,".@Zanna85 coolz, that's the way Z  what do you think about a photo comp for #noundiessunday?"
665,0,1989306014,Mon Jun 01 01:03:42 PDT 2009,NO_QUERY,katvelazquez,@Starr4636: i know! I blame thursday and the raddison! Its like everyone who went is now sick! 
9218,0,2205053093,Wed Jun 17 03:50:08 PDT 2009,NO_QUERY,vimtogirl,"@_starry_eyed_ lol i haven't played on sims in ages.. I got it, played it and it crashed the pc. So I sold it  wat characters do u hav?"
4518,4,1993266501,Mon Jun 01 10:06:04 PDT 2009,NO_QUERY,Thaiangel,totally hot  ??? http://blip.fm/~7fqxl
6516,4,2052554900,Sat Jun 06 01:08:04 PDT 2009,NO_QUERY,xmiyix,#NAME?
372,4,2062569785,Sat Jun 06 23:37:13 PDT 2009,NO_QUERY,krissyistheXD,Late night burritos with wife! 
3956,4,1834331821,Mon May 18 02:31:42 PDT 2009,NO_QUERY,BigBearrG,"@ShmezzyOfficial -- doesn't know what he is missing out on. OH! i would also talk to that girl he likes, bet he'll listen to her. "
